DOB,Date,Event_Name,Fighter_Name,Height,Location,Method,Passes,Reach,Result,Round,Stance,Strikes,Strikes_Per_Min,Submission_Attempts,TD_Avg,Takedowns,Time,Weight,Weight_Class
"Nov 30, 1982","['\n      January 19, 2013\n    ']",UFC on FX: Belfort vs Bisping,Diego Nunes,"5' 6""","['\n\n      Sao Paulo, Brazil\n    ']",,0,"67""",Nik Lentz,3,Orthodox,18,2.72,0,1.18,0,5:00,145 lbs.,Featherweight
"May 19, 1983","['\n      June 15, 2013\n    ']",UFC 161: Evans vs Henderson,John Maguire,"5' 9""","['\n\n      Winnipeg, Manitoba, Canada\n    ']",,2,"69""",Mitch Clarke,3,Southpaw,15,1.41,0,2.80,3,5:00,155 lbs.,Lightweight
"Jul 29, 1976","['\n      February 02, 2013\n    ']",UFC 156: Aldo vs Edgar,Jay Hieron,"6' 0""","['\n\n      Las Vegas, Nevada, USA\n    ']",Punch,0,"75""",Tyron Woodley,1,Orthodox,0,1.66,0,4.05,0,0:36,170 lbs.,Welterweight
"Oct 24, 1979","['\n      October 09, 2013\n    ']",UFC Fight Night: Maia vs Shields,David Mitchell,"6' 0""","['\n\n      Barueri, Sao Paulo, Brazil\n    ']",,0,"76""",Yan Cabral,3,Orthodox,5,1.74,1,0.66,0,5:00,170 lbs.,Welterweight
"Feb 24, 1978","['\n      February 02, 2013\n    ']",UFC 156: Aldo vs Edgar,Jon Fitch,"6' 0""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"76""",Demian Maia,3,Orthodox,6,2.61,1,3.60,0,5:00,170 lbs.,Welterweight
"Dec 08, 1981","['\n      October 09, 2013\n    ']",UFC Fight Night: Maia vs Shields,Joey Beltran,"6' 1""","['\n\n      Barueri, Sao Paulo, Brazil\n    ']",,0,"75""",Fabio Maldonado,3,Orthodox,57,4.92,0,0.48,1,5:00,185 lbs.,Light Heavyweight
"Mar 10, 1976","['\n      June 15, 2013\n    ']",UFC 161: Evans vs Henderson,Sean Pierson,"6' 0""","['\n\n      Winnipeg, Manitoba, Canada\n    ']",M-DEC,0,"76""",Sean Pierson,3,Southpaw,36,3.84,0,0.39,0,5:00,170 lbs.,Welterweight
"Nov 12, 1982","['\n      October 09, 2013\n    ']",UFC Fight Night: Maia vs Shields,Thiago Silva,"6' 2""","['\n\n      Barueri, Sao Paulo, Brazil\n    ']",U-DEC,0,"74""",Thiago Silva,3,Orthodox,96,3.92,0,1.03,0,5:00,205 lbs.,Light Heavyweight
"Feb 26, 1980","['\n      October 09, 2013\n    ']",UFC Fight Night: Maia vs Shields,Rousimar Palhares,"5' 8""","['\n\n      Barueri, Sao Paulo, Brazil\n    ']",SUB,0,"71""",Rousimar Palhares,1,Orthodox,0,1.75,2,3.93,0,0:31,170 lbs.,Welterweight
"Oct 05, 1976","['\n      October 09, 2013\n    ']",UFC Fight Night: Maia vs Shields,Matt Hamill,"6' 1""","['\n\n      Barueri, Sao Paulo, Brazil\n    ']",,0,"76""",Thiago Silva,3,Orthodox,70,3.69,0,3.00,3,5:00,205 lbs.,Light Heavyweight
"Sep 08, 1975","['\n      May 26, 2012\n    ']",UFC 146: Dos Santos vs Mir,Mike Brown,"5' 6""","['\n\n      Las Vegas, Nevada, USA\n    ']",U-DEC,4,"70""",Mike Brown,3,Orthodox,38,2.98,0,3.23,2,5:00,145 lbs.,Featherweight
"Nov 01, 1982","['\n      May 05, 2012\n    ']",UFC on FOX: Diaz vs Miller,Mike Massenzio,"6' 2""","['\n\n      East Rutherford, New Jersey, USA\n    ']",Rear Naked Choke,2,"73""",Karlos Vemola,2,Southpaw,11,2.08,0,2.74,1,1:07,185 lbs.,Middleweight
"Dec 24, 1980","['\n      May 26, 2012\n    ']",UFC 146: Dos Santos vs Mir,Jason Miller,"6' 1""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"72""",CB Dollaway,3,Orthodox,14,1.83,2,1.31,0,5:00,185 lbs.,Middleweight
"Feb 15, 1984","['\n      May 15, 2012\n    ']",UFC on FUEL TV: Korean Zombie vs Poirier,Alex Soto,"5' 8""","['\n\n      Fairfax, Virginia, USA\n    ']",,0,"71""",Francisco Rivera,3,Southpaw,41,2.95,0,2.82,3,5:00,135 lbs.,Bantamweight
"May 18, 1984","['\n      June 01, 2012\n    ']",The Ultimate Fighter LIVE Finale,Jeremy Larsen,"5' 10""","['\n\n      Las Vegas, Nevada, USA\n    ']",Knee,0,"70""",Joe Proctor,1,Orthodox,13,4.87,0,2.49,0,1:59,145 lbs.,Lightweight
"Oct 25, 1981","['\n      April 21, 2012\n    ']",UFC 145: Jones vs Evans,Keith Wisniewski,"6' 0""","['\n\n      Atlanta, Georgia, USA\n    ']",,5,"75""",Chris Clements,3,Orthodox,28,2.32,1,1.57,3,5:00,170 lbs.,Welterweight
"Jul 25, 1984","['\n      April 14, 2012\n    ']",UFC on FUEL TV: Gustafsson vs Silva,Eric Wisely,"5' 8""","['\n\n      Stockholm, Sweden\n    ']",,0,--,Jason Young,3,Southpaw,36,1.42,0,0.00,0,5:00,145 lbs.,Featherweight
"Jul 25, 1978","['\n      February 25, 2012\n    ']",UFC 144: Edgar vs Henderson,Tiequan Zhang,"5' 8""","['\n\n      Saitama, Japan\n    ']",Punch,0,"70""",Issei Tamura,2,Orthodox,6,1.23,1,1.95,0,0:32,155 lbs.,Featherweight
"Apr 25, 1981","['\n      February 04, 2012\n    ']",UFC 143: Diaz vs Condit,Clifford Starks,"6' 0""","['\n\n      Las Vegas, Nevada, USA\n    ']",Rear Naked Choke,0,"77""",Ed Herman,2,Orthodox,16,1.94,0,1.94,0,1:43,185 lbs.,Middleweight
"Nov 03, 1980","['\n      March 02, 2012\n    ']",UFC on FX: Alves vs Kampmann,Mackens Semerzier,"5' 9""","['\n\n      Sydney, New South Wales, Australia\n    ']",Armbar,0,"72""",Daniel Pineda,1,Orthodox,9,2.91,0,2.14,0,2:05,145 lbs.,Featherweight
"Apr 04, 1988","['\n      January 28, 2012\n    ']",UFC on FOX: Evans vs Davis,Dustin Jacoby,"6' 4""","['\n\n      Chicago, Illinois, USA\n    ']",Guillotine Choke,0,"78""",Chris Camozzi,3,Orthodox,30,1.50,0,0.00,0,1:08,185 lbs.,Middleweight
"Mar 05, 1983","['\n      February 04, 2012\n    ']",UFC 143: Diaz vs Condit,Chris Cope,"6' 0""","['\n\n      Las Vegas, Nevada, USA\n    ']",Punches,0,"72""",Matt Brown,2,Orthodox,20,3.96,0,0.00,0,1:19,170 lbs.,Welterweight
"May 11, 1986","['\n      January 20, 2012\n    ']",UFC on FX: Guillard vs Miller,Joseph Sandoval,"5' 7""","['\n\n      Nashville, Tennessee, USA\n    ']",Elbows,0,--,Nick Denis,1,Southpaw,3,1.82,0,0.00,0,0:22,135 lbs.,Bantamweight
"Feb 19, 1984","['\n      January 14, 2012\n    ']",UFC 142: Aldo vs Mendes,Ednaldo Oliveira,"6' 5""","['\n\n      Rio de Janeiro, Brazil\n    ']",Rear Naked Choke,0,"79""",Gabriel Gonzaga,1,Orthodox,0,1.03,0,0.00,0,3:22,205 lbs.,Heavyweight
"Jun 16, 1977","['\n      December 10, 2011\n    ']",UFC 140: Jones vs Machida,Rich Attonito,"5' 10""","['\n\n      Toronto, Ontario, Canada\n    ']",Elbows,2,"72""",Jake Hecht,2,Orthodox,17,2.28,0,0.74,1,1:10,170 lbs.,Welterweight
"Jun 24, 1981","['\n      December 30, 2011\n    ']",UFC 141: Lesnar vs Overeem,Junior Assuncao,"5' 9""","['\n\n      Las Vegas, Nevada, USA\n    ']",,1,"72""",Ross Pearson,3,Orthodox,43,3.31,0,2.43,3,5:00,145 lbs.,Featherweight
"Aug 02, 1977","['\n      December 10, 2011\n    ']",UFC 140: Jones vs Machida,Krzysztof Soszynski,"6' 1""","['\n\n      Toronto, Ontario, Canada\n    ']",Punches,0,"77""",Igor Pokrajac,1,Open Stance,4,3.37,0,0.52,0,0:35,205 lbs.,Light Heavyweight
"Jul 11, 1981","['\n      December 03, 2011\n    ']",The Ultimate Fighter 14 Finale: Team Bisping vs Team Miller,Josh Clopton,"5' 6""","['\n\n      Las Vegas, Nevada, USA\n    ']",,1,"68""",Steven Siler,3,Orthodox,43,1.60,0,2.00,4,5:00,145 lbs.,Featherweight
"Sep 12, 1986","['\n      December 03, 2011\n    ']",The Ultimate Fighter 14 Finale: Team Bisping vs Team Miller,Dustin Neace,"5' 9""","['\n\n      Las Vegas, Nevada, USA\n    ']",Rear Naked Choke,0,--,Bryan Caraway,2,,18,2.08,1,0.00,0,3:38,145 lbs.,Featherweight
"Dec 02, 1975","['\n      December 10, 2011\n    ']",UFC 140: Jones vs Machida,Dennis Hallman,"5' 9""","['\n\n      Toronto, Ontario, Canada\n    ']",SUB,2,"72""",Dennis Hallman,1,Orthodox,20,1.12,1,1.79,1,2:58,155 lbs.,Lightweight
"Jan 11, 1986","['\n      January 14, 2012\n    ']",UFC 142: Aldo vs Mendes,Terry Etim,"6' 1""","['\n\n      Rio de Janeiro, Brazil\n    ']",Kick,0,"73""",Edson Barboza,3,Orthodox,26,2.16,0,0.43,2,2:02,155 lbs.,Lightweight
"Jun 14, 1980","['\n      December 10, 2011\n    ']",UFC 140: Jones vs Machida,Claude Patrick,"5' 11""","['\n\n      Toronto, Ontario, Canada\n    ']",,0,"75""",Brian Ebersole,3,Orthodox,28,1.80,3,2.32,0,5:00,170 lbs.,Welterweight
"Dec 10, 1975","['\n      January 28, 2012\n    ']",UFC on FOX: Evans vs Davis,Jon Olav Einemo,"6' 6""","['\n\n      Chicago, Illinois, USA\n    ']",,1,--,Mike Russow,3,Orthodox,31,2.15,0,1.73,0,5:00,253 lbs.,Heavyweight
"Nov 14, 1982","['\n      December 03, 2011\n    ']",The Ultimate Fighter 14 Finale: Team Bisping vs Team Miller,Stephen Bass,"5' 9""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,--,Marcus Brimage,3,,73,4.87,0,0.00,0,5:00,145 lbs.,Featherweight
"Aug 05, 1980","['\n      January 20, 2012\n    ']",UFC on FX: Guillard vs Miller,Daniel Roberts,"5' 10""","['\n\n      Nashville, Tennessee, USA\n    ']",,0,"74""",Charlie Brenneman,3,Southpaw,3,0.73,3,2.46,0,5:00,170 lbs.,Welterweight
"Jan 04, 1971","['\n      December 30, 2011\n    ']",UFC 141: Lesnar vs Overeem,Vladimir Matyushenko,"6' 0""","['\n\n      Las Vegas, Nevada, USA\n    ']",Punch,0,"74""",Alexander Gustafsson,1,Orthodox,5,1.90,0,3.25,0,2:13,205 lbs.,Light Heavyweight
"Feb 28, 1972","['\n      January 20, 2012\n    ']",UFC on FX: Guillard vs Miller,Jorge Rivera,"6' 1""","['\n\n      Nashville, Tennessee, USA\n    ']",KO/TKO,0,"73""",Jorge Rivera,2,Orthodox,6,3.16,0,0.84,0,1:31,185 lbs.,Middleweight
"Sep 20, 1977","['\n      January 20, 2012\n    ']",UFC on FX: Guillard vs Miller,Eric Schafer,"6' 3""","['\n\n      Nashville, Tennessee, USA\n    ']",Punches,3,"75""",Jorge Rivera,2,Orthodox,6,1.89,0,1.81,2,1:31,185 lbs.,Middleweight
"May 28, 1983","['\n      March 02, 2012\n    ']",UFC on FX: Alves vs Kampmann,Aaron Rosa,"6' 4""","['\n\n      Sydney, New South Wales, Australia\n    ']",Punches,0,"78""",James Te Huna,1,Orthodox,0,4.03,0,0.36,0,2:08,205 lbs.,Light Heavyweight
"Sep 08, 1986","['\n      January 20, 2012\n    ']",UFC on FX: Guillard vs Miller,Christian Morecraft,"6' 6""","['\n\n      Nashville, Tennessee, USA\n    ']",Punch,2,"81""",Pat Barry,1,Orthodox,3,2.82,1,3.26,2,3:38,260 lbs.,Heavyweight
"Sep 08, 1976","['\n      March 02, 2012\n    ']",UFC on FX: Alves vs Kampmann,Yasuhiro Urushitani,"5' 5""","['\n\n      Sydney, New South Wales, Australia\n    ']",Punch,0,--,Joseph Benavidez,2,Southpaw,8,3.47,0,0.00,0,0:11,125 lbs.,Flyweight
"May 15, 1978","['\n      April 21, 2012\n    ']",UFC 145: Jones vs Evans,Chad Griggs,"6' 1""","['\n\n      Atlanta, Georgia, USA\n    ']",Arm Triangle,0,"73""",Travis Browne,1,Orthodox,0,2.67,0,1.51,0,2:29,205 lbs.,Heavyweight
"Dec 08, 1986","['\n      February 25, 2012\n    ']",UFC 144: Edgar vs Henderson,Steve Cantwell,"6' 2""","['\n\n      Saitama, Japan\n    ']",,0,"75""",Riki Fukuda,3,Orthodox,47,3.63,1,0.65,1,5:00,185 lbs.,Middleweight
"Mar 23, 1979","['\n      April 21, 2012\n    ']",UFC 145: Jones vs Evans,Eddie Yagin,"5' 7""","['\n\n      Atlanta, Georgia, USA\n    ']",S-DEC,0,--,Eddie Yagin,3,Orthodox,84,3.13,0,0.00,0,5:00,145 lbs.,Featherweight
"Jul 22, 1982","['\n      April 21, 2012\n    ']",UFC 145: Jones vs Evans,Mark Hominick,"5' 8""","['\n\n      Atlanta, Georgia, USA\n    ']",,0,"68""",Eddie Yagin,3,Orthodox,110,4.08,0,0.25,0,5:00,145 lbs.,Featherweight
"Jan 18, 1981","['\n      April 21, 2012\n    ']",UFC 145: Jones vs Evans,Miguel Torres,"5' 9""","['\n\n      Atlanta, Georgia, USA\n    ']",Punch,0,"76""",Michael McDonald,1,Orthodox,8,3.98,0,0.00,0,3:18,135 lbs.,Bantamweight
"Mar 25, 1985","['\n      April 14, 2012\n    ']",UFC on FUEL TV: Gustafsson vs Silva,Besam Yousef,"5' 11""","['\n\n      Stockholm, Sweden\n    ']",Rear Naked Choke,0,"71""",Simeon Thoresen,2,Orthodox,28,3.14,0,1.33,0,2:36,170 lbs.,Welterweight
"May 14, 1982","['\n      April 14, 2012\n    ']",UFC on FUEL TV: Gustafsson vs Silva,Tom DeBlass,"6' 0""","['\n\n      Stockholm, Sweden\n    ']",,7,"75""",Cyrille Diabate,3,Orthodox,1,1.50,1,1.00,2,5:00,185 lbs.,Light Heavyweight
"Jun 30, 1978","['\n      April 14, 2012\n    ']",UFC on FUEL TV: Gustafsson vs Silva,Papy Abedi,"5' 11""","['\n\n      Stockholm, Sweden\n    ']",Rear Naked Choke,1,"74""",James Head,1,Southpaw,11,2.80,0,3.47,1,4:33,185 lbs.,Welterweight
"Sep 02, 1977","['\n      May 15, 2012\n    ']",UFC on FUEL TV: Korean Zombie vs Poirier,Jeff Curran,"5' 6""","['\n\n      Fairfax, Virginia, USA\n    ']",,0,"69""",Johnny Eduardo,3,Orthodox,31,1.54,0,0.35,0,5:00,135 lbs.,Bantamweight
"Aug 27, 1972","['\n      May 15, 2012\n    ']",UFC on FUEL TV: Korean Zombie vs Poirier,Kamal Shalorus,"5' 8""","['\n\n      Fairfax, Virginia, USA\n    ']",Rear Naked Choke,0,"68""",Rafael Dos Anjos,1,Orthodox,2,3.06,0,2.07,0,1:40,155 lbs.,Lightweight
"Aug 02, 1978","['\n      May 15, 2012\n    ']",UFC on FUEL TV: Korean Zombie vs Poirier,Jeff Hougland,"5' 7""","['\n\n      Fairfax, Virginia, USA\n    ']",,0,"68""",Yves Jabouin,3,Orthodox,18,1.86,0,0.86,0,5:00,135 lbs.,Bantamweight
"Jun 03, 1975","['\n      May 15, 2012\n    ']",UFC on FUEL TV: Korean Zombie vs Poirier,Jason MacDonald,"6' 3""","['\n\n      Fairfax, Virginia, USA\n    ']",Punch,0,"80""",Tom Lawlor,1,Orthodox,1,1.55,0,1.43,0,0:50,185 lbs.,Middleweight
"Mar 11, 1986","['\n      June 01, 2012\n    ']",The Ultimate Fighter LIVE Finale,Chris Saunders,"5' 8""","['\n\n      Las Vegas, Nevada, USA\n    ']",Guillotine Choke,0,--,Myles Jury,1,,6,1.48,0,3.70,1,4:03,155 lbs.,Lightweight
"Nov 21, 1988","['\n      May 15, 2012\n    ']",UFC on FUEL TV: Korean Zombie vs Poirier,Jorge Lopez,"5' 10""","['\n\n      Fairfax, Virginia, USA\n    ']",,2,--,Amir Sadollah,3,Orthodox,32,2.47,0,3.50,4,5:00,170 lbs.,Welterweight
"Apr 29, 1984","['\n      June 01, 2012\n    ']",The Ultimate Fighter LIVE Finale,John Cofer,"5' 9""","['\n\n      Las Vegas, Nevada, USA\n    ']",Kick,1,"73""",Justin Lawrence,3,Southpaw,36,2.73,0,1.22,2,0:19,155 lbs.,Lightweight
"Feb 01, 1982","['\n      June 01, 2012\n    ']",The Ultimate Fighter LIVE Finale,Chris Tickle,"5' 9""","['\n\n      Las Vegas, Nevada, USA\n    ']",,3,--,Daron Cruickshank,3,,16,1.07,2,1.00,1,5:00,155 lbs.,Lightweight
"Aug 13, 1985","['\n      June 01, 2012\n    ']",The Ultimate Fighter LIVE Finale,Jonathan Brookins,"6' 0""","['\n\n      Las Vegas, Nevada, USA\n    ']",Guillotine Choke,0,"73""",Charles Oliveira,2,Southpaw,27,2.69,1,1.94,1,2:42,145 lbs.,Featherweight
"Aug 28, 1988","['\n      June 01, 2012\n    ']",The Ultimate Fighter LIVE Finale,Pat Schilling,"5' 8""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"69""",Max Holloway,3,Orthodox,27,1.87,0,0.00,0,5:00,145 lbs.,Featherweight
"Sep 16, 1983","['\n      May 05, 2012\n    ']",UFC on FOX: Diaz vs Miller,Pablo Garza,"6' 1""","['\n\n      East Rutherford, New Jersey, USA\n    ']",,0,"73""",Dennis Bermudez,3,Orthodox,27,3.37,0,0.94,0,5:00,145 lbs.,Featherweight
"Apr 17, 1982","['\n      June 01, 2012\n    ']",The Ultimate Fighter LIVE Finale,Martin Kampmann,"6' 0""","['\n\n      Las Vegas, Nevada, USA\n    ']",KO/TKO,0,"72""",Martin Kampmann,2,Orthodox,13,3.22,0,1.86,0,1:40,170 lbs.,Welterweight
"Apr 19, 1987","['\n      May 05, 2012\n    ']",UFC on FOX: Diaz vs Miller,Pascal Krauss,"6' 1""","['\n\n      East Rutherford, New Jersey, USA\n    ']",,1,"72""",John Hathaway,3,Orthodox,33,5.45,0,1.53,1,5:00,170 lbs.,Welterweight
"Oct 11, 1983","['\n      May 05, 2012\n    ']",UFC on FOX: Diaz vs Miller,Nick Denis,"5' 7""","['\n\n      East Rutherford, New Jersey, USA\n    ']",Rear Naked Choke,0,--,Roland Delorme,1,Orthodox,24,6.54,0,2.80,1,4:59,135 lbs.,Bantamweight
"Jun 11, 1977","['\n      May 26, 2012\n    ']",UFC 146: Dos Santos vs Mir,Lavar Johnson,"6' 4""","['\n\n      Las Vegas, Nevada, USA\n    ']",Armbar,0,"82""",Stefan Struve,1,Orthodox,4,5.39,0,0.61,0,1:05,240 lbs.,Heavyweight
"Dec 17, 1983","['\n      May 05, 2012\n    ']",UFC on FOX: Diaz vs Miller,John Cholish,"5' 11""","['\n\n      East Rutherford, New Jersey, USA\n    ']",,1,"72""",Danny Castillo,3,Orthodox,29,2.65,0,1.82,1,5:00,155 lbs.,Lightweight
"Sep 23, 1983","['\n      May 26, 2012\n    ']",UFC 146: Dos Santos vs Mir,Shane del Rosario,"6' 4""","['\n\n      Las Vegas, Nevada, USA\n    ']",Elbows,0,"79""",Stipe Miocic,2,Southpaw,32,3.93,0,1.20,0,3:14,250 lbs.,Heavyweight
"Apr 24, 1984","['\n      May 05, 2012\n    ']",UFC on FOX: Diaz vs Miller,Alan Belcher,"6' 2""","['\n\n      East Rutherford, New Jersey, USA\n    ']",KO/TKO,0,"73""",Alan Belcher,1,Orthodox,20,2.70,1,0.44,0,4:18,185 lbs.,Middleweight
"Sep 22, 1982","['\n      November 19, 2011\n    ']",UFC 139: Shogun vs Henderson,Shamar Bailey,"5' 9""","['\n\n      San Jose, California, USA\n    ']",Punches,0,"75""",Danny Castillo,1,,3,1.56,0,1.50,0,4:52,155 lbs.,Lightweight
"Mar 03, 1983","['\n      November 05, 2011\n    ']",UFC 138: Leben vs Munoz,Rob Broughton,"6' 2""","['\n\n      Birmingham, England, United Kingdom\n    ']",,2,"74""",Philip De Fries,3,,29,2.83,2,0.00,0,5:00,265 lbs.,Heavyweight
--,"['\n      November 12, 2011\n    ']",UFC on Fox: Velasquez vs Dos Santos,Matt Lucas,"6' 1""","['\n\n      Anaheim, California, USA\n    ']",,1,--,Aaron Rosa,3,,19,1.27,0,1.00,1,5:00,205 lbs.,Light Heavyweight
"Oct 09, 1980","['\n      October 08, 2011\n    ']",UFC 136: Edgar vs Maynard 3,Jorge Santiago,"6' 1""","['\n\n      Houston, Texas, USA\n    ']",,0,"74""",Demian Maia,3,Orthodox,18,1.69,0,0.58,0,5:00,170 lbs.,Middleweight
"Apr 08, 1986","['\n      October 29, 2011\n    ']",UFC 137: Penn vs Diaz,Danny Downes,"6' 0""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"72""",Ramsey Nijem,3,Orthodox,6,1.66,0,0.00,0,5:00,155 lbs.,Lightweight
"Apr 15, 1978","['\n      September 24, 2011\n    ']",UFC 135: Jones vs Rampage,Ricardo Romero,"6' 0""","['\n\n      Denver, Colorado, USA\n    ']",Punches,0,"76""",James Te Huna,1,Orthodox,0,2.17,0,1.63,0,0:47,205 lbs.,Light Heavyweight
"Aug 16, 1983","['\n      October 01, 2011\n    ']",UFC LIVE 6: Cruz vs Johnson,Byron Bloodworth,"5' 8""","['\n\n      Washington, DC, USA\n    ']",Knee,0,"69""",Mike Easton,2,Orthodox,17,1.82,0,0.00,0,4:52,135 lbs.,Bantamweight
"Jan 01, 1987","['\n      August 14, 2011\n    ']",UFC LIVE 5: Hardy vs Lytle,TJ O'Brien,"6' 2""","['\n\n      Milwaukee, Wisconsin, USA\n    ']",Guillotine Choke,0,--,Cole Miller,2,Orthodox,28,3.77,0,0.94,0,2:38,155 lbs.,Lightweight
--,"['\n      June 26, 2011\n    ']",UFC Live on Versus: Kongo vs Barry,Curt Warburton,"6' 0""","['\n\n      Pittsburgh, Pennsylvania, USA\n    ']",Kimura,0,"73""",Joe Lauzon,1,Orthodox,5,2.13,0,2.35,0,1:58,155 lbs.,Lightweight
"Aug 28, 1980","['\n      June 11, 2011\n    ']",UFC 131: Dos Santos vs Carwin,Jesse Bongfeldt,"6' 0""","['\n\n      Vancouver, British Columbia, Canada\n    ']",Guillotine Choke,0,--,Chris Weidman,1,Orthodox,5,2.91,0,1.51,0,4:54,185 lbs.,Middleweight
"Jul 02, 1983","['\n      June 04, 2011\n    ']",The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,Reuben Duran,"5' 7""","['\n\n      Las Vegas, Nevada, USA\n    ']",SUB,5,"69""",Reuben Duran,3,Orthodox,42,3.19,2,0.98,2,1:57,135 lbs.,Bantamweight
"Sep 27, 1986","['\n      June 04, 2011\n    ']",The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,Ryan McGillivray,"5' 11""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,--,Shamar Bailey,3,,19,1.27,0,0.00,0,5:00,170 lbs.,Welterweight
"Nov 12, 1982","['\n      May 28, 2011\n    ']",UFC 130: Rampage vs Hamill,Kendall Grove,"6' 6""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"79""",Tim Boetsch,3,Orthodox,20,2.31,0,0.49,1,5:00,185 lbs.,Middleweight
"Sep 22, 1985","['\n      June 04, 2011\n    ']",The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,Chuck O'Neil,"6' 2""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,--,Chris Cope,3,,47,3.13,0,0.00,0,5:00,170 lbs.,Welterweight
"Jun 15, 1982","['\n      June 26, 2011\n    ']",UFC Live on Versus: Kongo vs Barry,Joe Stevenson,"5' 7""","['\n\n      Pittsburgh, Pennsylvania, USA\n    ']",,0,"70""",Javier Vazquez,3,Orthodox,27,2.05,1,2.75,0,5:00,145 lbs.,Featherweight
"Jul 16, 1977","['\n      June 26, 2011\n    ']",UFC Live on Versus: Kongo vs Barry,Javier Vazquez,"5' 7""","['\n\n      Pittsburgh, Pennsylvania, USA\n    ']",U-DEC,4,"69""",Javier Vazquez,3,Southpaw,62,2.43,1,2.56,3,5:00,145 lbs.,Featherweight
"Aug 18, 1974","['\n      August 14, 2011\n    ']",UFC LIVE 5: Hardy vs Lytle,Chris Lytle,"5' 11""","['\n\n      Milwaukee, Wisconsin, USA\n    ']",SUB,1,"68""",Chris Lytle,3,Orthodox,127,3.76,1,0.70,0,4:16,170 lbs.,Welterweight
"Aug 01, 1986","['\n      September 17, 2011\n    ']",UFC Fight Night Live: Shields vs Ellenberger,Mike Stumpf,"5' 10""","['\n\n      New Orleans, Louisiana, USA\n    ']",Triangle Choke,0,"71""",TJ Waldburger,1,,0,3.34,1,1.59,0,3:52,170 lbs.,Welterweight
"Jan 04, 1980","['\n      September 17, 2011\n    ']",UFC Fight Night Live: Shields vs Ellenberger,Donny Walker,"5' 9""","['\n\n      New Orleans, Louisiana, USA\n    ']",Rear Naked Choke,0,--,Ken Stone,1,,1,1.81,0,0.00,0,2:40,135 lbs.,Bantamweight
"Jul 07, 1980","['\n      October 29, 2011\n    ']",UFC 137: Penn vs Diaz,Eliot Marshall,"6' 2""","['\n\n      Las Vegas, Nevada, USA\n    ']",,1,"77""",Brandon Vera,3,Orthodox,21,1.93,2,0.47,1,5:00,205 lbs.,Light Heavyweight
"Apr 20, 1984","['\n      October 29, 2011\n    ']",UFC 137: Penn vs Diaz,Tyson Griffin,"5' 6""","['\n\n      Las Vegas, Nevada, USA\n    ']",Punches,0,"68""",Bart Palaszewski,1,Orthodox,6,3.71,0,1.87,0,2:45,145 lbs.,Featherweight
"Oct 13, 1973","['\n      September 24, 2011\n    ']",UFC 135: Jones vs Rampage,Matt Hughes,"5' 9""","['\n\n      Denver, Colorado, USA\n    ']",Punches,0,"73""",Josh Koscheck,1,Switch,14,2.14,0,2.95,0,4:59,170 lbs.,Welterweight
"Jun 13, 1983","['\n      November 12, 2011\n    ']",UFC on Fox: Velasquez vs Dos Santos,Paul Bradley,"5' 9""","['\n\n      Anaheim, California, USA\n    ']",,0,--,Mike Pierce,3,Orthodox,63,2.26,0,1.12,0,5:00,170 lbs.,Welterweight
"Jul 07, 1975","['\n      November 19, 2011\n    ']",UFC 139: Shogun vs Henderson,Jason Brilz,"5' 11""","['\n\n      San Jose, California, USA\n    ']",Punch,0,"71""",Ryan Bader,1,Orthodox,1,2.66,0,2.37,0,1:17,205 lbs.,Light Heavyweight
"Apr 04, 1977","['\n      November 19, 2011\n    ']",UFC 139: Shogun vs Henderson,Stephan Bonnar,"6' 4""","['\n\n      San Jose, California, USA\n    ']",U-DEC,6,"78""",Stephan Bonnar,3,Orthodox,36,2.76,1,1.32,4,5:00,205 lbs.,Light Heavyweight
"Apr 16, 1986","['\n      December 11, 2010\n    ']",UFC 124: St-Pierre vs Koscheck 2,Pat Audinwood,"6' 0""","['\n\n      Montreal, Quebec, Canada\n    ']",,0,--,John Makdessi,3,Orthodox,19,1.17,0,0.80,1,5:00,155 lbs.,Lightweight
"Mar 12, 1970","['\n      January 01, 2011\n    ']",UFC 125: Resolution,Antonio McKee,"5' 8""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,--,Jacob Volkmann,3,Southpaw,25,1.37,0,1.47,1,5:00,155 lbs.,Lightweight
"Sep 12, 1984","['\n      November 20, 2010\n    ']",UFC 123: Rampage vs Machida,Paul Kelly,"5' 9""","['\n\n      Auburn Hills, Michigan, USA\n    ']",KO/TKO,1,"70""",Paul Kelly,2,Orthodox,44,3.22,0,1.34,1,3:16,155 lbs.,Lightweight
